id_A,id_B,predicted_match,hotel_name,address,city,country,latitude,longitude,rating,reviews_count,enriched_category_stars,enriched_review_score,enriched_amenities
A00126,B00115,1,Central II,"Ave da República, 10",Paris,FR,48.785076,2.360256,4.0,577.0,3.0,9.5,"air_conditioning, pet_friendly, pool, parking, gym, wifi"
A00141,B00130,1,Palace Cathedral Saint Boutique,"Avenida Liberdade, 4874",Paris,FR,48.803823,2.438181,4.5,809.0,3.0,8.5,"gym, air_conditioning, pool, restaurant, parking"
A00151,B00140,1,Palace Gaudí,"Rua Paulista, 2344",Paris,FR,48.959181,2.347416,3.3,460.0,4.0,9.4,"parking, pet_friendly, gym"
A00153,B00142,1,Pousada Paulista,"Avenida Central, 5137",Paris,FR,48.791847,2.337621,4.6,527.0,3.0,8.3,"spa, air_conditioning, gym, restaurant, wifi, pet_friendly"
A00168,B00157,1,Grand Hotel Seine,"Avenue da República, 6507",Paris,FR,48.879419,2.332382,4.3,896.0,3.0,9.2,"air_conditioning, bar, parking, pet_friendly, spa, wifi"
A00191,B00180,1,Hotel Seine II,Avenida Copacabana 3292,Paris,FR,48.777083,2.395173,4.1,553.0,4.0,7.2,"pet_friendly, bar, restaurant, pool"
A00208,B00197,1,Residency Augusta II,"Avenue Liberdade, 8265",Paris,FR,48.884951,2.303287,4.1,406.0,4.0,8.4,"gym, restaurant, bar"
A00219,B00208,1,Palace Copacabana Saint,"Rua das Flores, 522",Paris,FR,48.816519,2.35837,4.8,2.0,3.0,8.8,"spa, parking, bar"
A00221,B00210,1,Residency Cathedral,Praça dos Andradas 9952,Paris,FR,48.817947,2.395633,5.0,570.0,3.0,7.1,"bar, spa, gym, wifi"
A00278,B00267,1,Grand Hotel Augusta,"Street da República, 6847",Paris,FR,48.82373,2.428633,4.5,751.0,3.0,7.7,"parking, gym, spa, pool, air_conditioning"
A00283,B00272,1,Hotel Liberdade Saint,"Avenida Liberdade, 1520",Paris,FR,48.836174,2.343662,4.0,949.0,5.0,9.5,"air_conditioning, pet_friendly, wifi, parking, gym, bar"
A00291,B00280,1,Inn Seine,"Avenue das Flores, 8585",Paris,FR,48.858691,2.35983,3.3,366.0,3.0,7.3,"wifi, gym, air_conditioning, pet_friendly"
A00294,B00283,1,Suites Gaudí,"Pça. Europa, 9468",Paris,FR,48.784968,2.355236,4.9,476.0,5.0,9.2,"bar, restaurant, gym, pool, spa"
A00296,B00285,1,Grand Hotel Copacabana Saint,"Avenue Europa, 8712",Paris,FR,48.950218,2.342229,4.4,191.0,5.0,9.7,"restaurant, air_conditioning, gym, parking, spa, bar"
A00298,B00287,1,Hotel Liberdade,"Avenue Europa, 1677",Paris,FR,49.033294,2.274536,5.0,408.0,4.0,7.6,"restaurant, wifi, bar, gym, air_conditioning"
A00327,B00316,1,Grand Hotel Paulista,"Street Copacabana, 671",Paris,FR,48.872073,2.426864,4.9,560.0,5.0,8.3,"bar, gym, parking, pool, restaurant"
A00349,B00338,1,Pousada Europa II,"Rua dos Andradas, 845",Paris,FR,48.839871,2.40268,3.9,791.0,3.0,9.2,"spa, parking, wifi, bar"
A00391,B00380,1,Suites Augusta,Rua Augusta 2777,Paris,FR,48.926304,2.440852,4.5,237.0,3.0,8.3,"gym, pool, air_conditioning, parking, pet_friendly"
A00397,B00386,1,Inn Lumière Saint,"Praça da República, 2800",Paris,FR,48.892874,2.285593,5.0,501.0,4.0,8.6,"pet_friendly, air_conditioning, gym"
A00400,B00389,1,Palace Liberdade,"Praça Paulista, 2382",Paris,FR,48.876274,2.349243,3.7,1191.0,5.0,8.2,"pet_friendly, parking, pool, wifi"
A00411,B00400,1,Residency Central,"Avenida Augusta, 3139",Paris,FR,48.847359,2.349575,4.1,325.0,3.0,8.1,"wifi, gym, pet_friendly"
A00423,B00412,1,Hotel Central,"Rua da República, 5754",Paris,FR,48.906621,2.385459,4.4,992.0,3.0,9.3,"pet_friendly, restaurant, wifi, gym, bar"
A00424,B00413,1,Inn Gaudí Saint,"Rua Central, 516",Paris,FR,48.807792,2.304205,4.5,35.0,4.0,8.6,"pool, pet_friendly, parking"
A00077,B00066,1,Palace Copacabana,"Street da República, 6236",Curitiba,BR,-25.373371,-49.249763,3.8,148.0,5.0,7.3,"parking, wifi, bar, spa"
A00085,B00074,1,Pousada Copacabana,"Avenida dos Andradas, 1708",Curitiba,BR,-25.390555,-49.329515,4.0,747.0,5.0,8.0,"gym, wifi, pet_friendly, restaurant, parking"
A00089,B00078,1,Pousada Liberdade,"Praça Augusta, 2256",Curitiba,BR,-25.418167,-49.251543,3.5,621.0,3.0,8.5,"spa, pool, wifi"
A00114,B00103,1,Palace Europa II,"Avenue da Sé, 1461",Curitiba,BR,-25.445919,-49.352725,3.2,651.0,3.0,9.5,"spa, gym, restaurant, parking"
A00117,B00106,1,Suites Copacabana Saint,"Street Copacabana, 4531",Curitiba,BR,-25.377195,-49.357826,3.3,6.0,3.0,8.0,"wifi, pet_friendly, bar, spa, parking"
A00123,B00112,1,Inn Lumière Saint,"Praça Liberdade, 9353",Curitiba,BR,-25.391004,-49.261584,5.0,481.0,5.0,9.1,"parking, pet_friendly, gym, spa, pool, wifi"
A00129,B00118,1,Pousada Gaudí & Spa,"Street Liberdade, 6414",Curitiba,BR,-25.410375,-49.293454,4.5,1074.0,4.0,8.9,"spa, parking, air_conditioning, gym, restaurant"
A00134,B00123,1,Inn Copacabana Saint & Spa & Spa,"Praça Liberdade, 95",Curitiba,BR,-25.342942,-49.243353,4.5,581.0,5.0,9.5,"gym, pool, bar"
A00137,B00126,1,Hotel Central Saint,"Avenue da Sé, 1793",Curitiba,BR,-25.450056,-49.289571,4.2,841.0,4.0,8.9,"pool, air_conditioning, restaurant, parking, spa"
A00143,B00132,1,Residency Lumière II & Spa,"Praça Augusta, 7971",Curitiba,BR,-25.512167,-49.314569,4.3,355.0,3.0,9.0,"spa, bar, parking"
A00149,B00138,1,Palace Cathedral II,"Rua Europa, 9901",Curitiba,BR,-25.360295,-49.293528,3.0,183.0,5.0,7.8,"gym, pool, pet_friendly, wifi"
A00155,B00144,1,Residency Gaudí Saint,"Avenida da República, 8008",Curitiba,BR,-25.396533,-49.231211,3.8,202.0,3.0,8.9,"gym, wifi, bar, parking, air_conditioning, pool"
A00198,B00187,1,Palace Liberdade,"Avenida Augusta, 7312",Curitiba,BR,-25.466364,-49.19091,3.3,539.0,5.0,8.8,"bar, spa, restaurant, parking, wifi, pool"
A00211,B00200,1,Grand Hotel Seine,"Praça Copacabana, 4738",Curitiba,BR,-25.421939,-49.286315,3.3,383.0,4.0,7.3,"bar, parking, pool, restaurant"
A00215,B00204,1,Cathedral Saint,"Avenue Liberdade, 3457",Curitiba,BR,-25.498154,-49.318003,4.9,288.0,5.0,9.0,"pet_friendly, parking, restaurant, spa, air_conditioning, bar"
A00222,B00211,1,Grand Hotel Europa Saint,"Praça Copacabana, 6580",Curitiba,BR,-25.428027,-49.345615,4.5,661.0,4.0,7.1,"air_conditioning, wifi, pool, spa, restaurant"
A00230,B00219,1,Hotel Central,"Street dos Andradas, 1284",Curitiba,BR,-25.415942,-49.338261,4.7,915.0,3.0,9.0,"pet_friendly, wifi, gym, pool, air_conditioning, parking"
A00233,B00222,1,Suites Gaudí II,"Street Central, 686",Curitiba,BR,-25.391554,-49.210225,4.0,486.0,4.0,7.8,"pet_friendly, parking, wifi"
A00237,B00226,1,Inn Augusta II,"Avenue dos Andradas, 5775",Curitiba,BR,-25.453695,-49.305264,3.8,758.0,5.0,9.0,"parking, wifi, spa"
A00247,B00236,1,Suites Augusta,"Pça. Liberdade, 9032",Curitiba,BR,-25.452622,-49.276857,4.2,510.0,3.0,7.3,"air_conditioning, wifi, pet_friendly, spa"
A00248,B00237,1,Residency Central,"Praça Liberdade, 4089",Curitiba,BR,-25.404952,-49.223323,4.6,1171.0,3.0,8.5,"parking, air_conditioning, wifi, gym, bar"
A00249,B00238,1,Inn Cathedral,Praça Augusta 1532,Curitiba,BR,-25.414237,-49.299455,3.5,534.0,4.0,7.8,"bar, parking, spa, pool, restaurant"
A00257,B00246,1,Pousada Lumière II,"Avenue Augusta, 5411",Curitiba,BR,-25.424112,-49.342673,3.6,256.0,4.0,8.0,"restaurant, air_conditioning, pet_friendly, gym, spa, pool"
A00262,B00251,1,Grand Hotel Augusta Saint,"Rua da Sé, 3501",Curitiba,BR,-25.420217,-49.218217,3.8,70.0,5.0,9.5,"air_conditioning, pet_friendly, gym"
A00265,B00254,1,Suites Europa II,"Avenue Europa, 4010",Curitiba,BR,-25.395565,-49.287493,4.9,663.0,4.0,7.8,"restaurant, pool, spa"
A00274,B00263,1,Inn Central Saint,"Praça Copacabana, 3427",Curitiba,BR,-25.410319,-49.228618,4.1,1.0,4.0,9.6,"restaurant, parking, air_conditioning"
A00276,B00265,1,Suites Cathedral,"R. Central, 2369",Curitiba,BR,-25.451407,-49.341634,4.0,665.0,5.0,9.2,"pool, parking, gym, restaurant"
A00292,B00281,1,Inn Paulista,"Street Central, 6708",Curitiba,BR,-25.414909,-49.242138,3.6,442.0,4.0,8.8,"bar, wifi, air_conditioning, restaurant, pool, spa"
A00295,B00284,1,Residency Cathedral II,"Avenida Europa, 9078",Curitiba,BR,-25.471717,-49.201781,3.6,1004.0,4.0,9.3,"gym, air_conditioning, pool, wifi, pet_friendly"
A00310,B00299,1,Inn Liberdade Saint,"Praça dos Andradas, 2850",Curitiba,BR,-25.389304,-49.328314,4.4,990.0,4.0,8.9,"restaurant, parking, pet_friendly, bar"
A00313,B00302,1,Grand Hotel Liberdade II,"Rua Copacabana, 1338",Curitiba,BR,-25.505721,-49.326486,3.9,776.0,5.0,7.2,"air_conditioning, gym, parking, pet_friendly, spa"
A00329,B00318,1,Grand Hotel Seine,"Praça dos Andradas, 3341",Curitiba,BR,-25.361759,-49.35899,4.3,157.0,4.0,7.3,"bar, parking, pool, restaurant"
A00356,B00345,1,Residency Paulista,"Rua Central, 7118",Curitiba,BR,-25.384845,-49.191052,4.9,734.0,5.0,7.7,"restaurant, spa, parking, air_conditioning, gym"
A00357,B00346,1,Hotel Seine,"Avenue das Flores, 9941",Curitiba,BR,-25.439192,-49.237076,4.1,894.0,4.0,8.8,"restaurant, pool, pet_friendly, parking, bar, air_conditioning"
A00372,B00361,1,Grand  Gaudí,"Street dos Andradas, 9418",Curitiba,BR,-25.442014,-49.275818,5.0,284.0,4.0,9.1,"bar, pool, gym"
A00375,B00364,1,Hotel Gaudí II,"Avenida Europa, 8308",Curitiba,BR,-25.448718,-49.296611,3.6,417.0,5.0,8.0,"restaurant, wifi, parking, spa, gym, air_conditioning"
A00376,B00365,1,Pousada Paulista Saint,"Praça da Sé, 1554",Curitiba,BR,-25.462766,-49.21773,4.6,172.0,5.0,8.3,"spa, wifi, pet_friendly, pool"
A00378,B00367,1,Residency Cathedral II,"Street Paulista, 4671",Curitiba,BR,-25.461626,-49.324733,4.1,453.0,4.0,9.3,"gym, air_conditioning, pool, wifi, pet_friendly"
A00401,B00390,1,Grand Hotel Central,"Avenida da República, 6361",Curitiba,BR,-25.410375,-49.263721,4.1,182.0,4.0,7.3,"wifi, pet_friendly, parking"
A00407,B00396,1,Inn Cathedral,"Praça da Sé, 1185",Curitiba,BR,-25.331232,-49.311135,3.7,437.0,4.0,7.8,"bar, parking, spa, pool, restaurant"
A00421,B00410,1,Palace Paulista,"Avenida Central, 7081",Curitiba,BR,-25.471232,-49.354508,3.7,610.0,4.0,8.5,"pet_friendly, pool, restaurant"
A00429,B00418,1,Suites Liberdade,"Praça das Flores, 1168",Curitiba,BR,-25.420097,-49.308206,5.0,268.0,4.0,9.5,"parking, air_conditioning, pet_friendly, bar"
A00094,B00083,1,Grand Central II,"Avenida dos Andradas, 5443",Porto Alegre,BR,-30.093247,-51.268069,3.3,172.0,4.0,7.4,"pet_friendly, spa, restaurant, wifi"
A00103,B00092,1,Hotel Central,"Praça Paulista, 699",Porto Alegre,BR,-30.051591,-51.179653,4.2,484.0,3.0,9.6,"air_conditioning, pool, bar, parking, spa, gym"
A00110,B00099,1,Pousada Seine,"Street das Flores, 5064",Porto Alegre,BR,-30.100019,-51.191386,4.0,224.0,3.0,7.2,"bar, pool, restaurant"
A00118,B00107,1,Residency Copacabana,"Rua das Flores, 4262",Porto Alegre,BR,-30.043987,-51.202345,5.0,570.0,3.0,7.9,"pool, parking, air_conditioning, bar, wifi, pet_friendly"
A00124,B00113,1,Suites Gaudí II,Praça das Flores 847,Porto Alegre,BR,-29.968311,-51.235021,3.8,654.0,4.0,8.0,"air_conditioning, pool, wifi, pet_friendly"
A00132,B00121,1,Pousada Augusta,"Ave da Sé, 1121",Porto Alegre,BR,-30.053333,-51.208685,4.4,234.0,5.0,7.2,"pet_friendly, gym, spa"
A00132,B00417,1,Pousada Augusta,"Ave da Sé, 1121",Porto Alegre,BR,-30.053333,-51.208685,4.4,234.0,5.0,7.2,"pet_friendly, gym, spa"
A00140,B00129,1,Hotel Cathedral,"Rua Augusta, 3433",Porto Alegre,BR,-30.070996,-51.237845,3.9,463.0,5.0,7.9,"pool, bar, gym, pet_friendly"
A00147,B00136,1,Suites Augusta II,"Avenue Copacabana, 8634",Porto Alegre,BR,-30.109382,-51.200012,5.0,773.0,4.0,9.4,"air_conditioning, pool, bar, gym"
A00171,B00160,1,Suites Paulista II,"Rua dos Andradas, 9078",Porto Alegre,BR,-30.055922,-51.222187,4.0,365.0,5.0,8.6,"parking, pet_friendly, air_conditioning, spa, gym"
A00177,B00166,1,Hotel Paulista,"Street Augusta, 3118",Porto Alegre,BR,-29.970337,-51.264243,4.9,488.0,4.0,8.6,"pet_friendly, parking, bar, wifi"
A00181,B00170,1,Hotel Liberdade II & Spa,"Street das Flores, 3639",Porto Alegre,BR,-30.039142,-51.17948,4.4,24.0,5.0,9.7,"gym, wifi, pet_friendly, parking, bar, restaurant"
A00185,B00174,1,Suites Gaudí II,"Street das Flores, 1526",Porto Alegre,BR,-29.940249,-51.185362,4.0,285.0,4.0,8.0,"air_conditioning, pool, wifi, pet_friendly"
A00197,B00186,1,Residency Augusta,"Praça Copacabana, 141",Porto Alegre,BR,-30.011566,-51.285589,5.0,660.0,3.0,8.9,"restaurant, wifi, parking"
A00206,B00195,1,Pousada Augusta II,"Avenida Augusta, 7575",Porto Alegre,BR,-30.010097,-51.162111,3.0,853.0,4.0,9.4,"pool, restaurant, pet_friendly, bar, wifi"
A00231,B00220,1,Suites Central,"Avenue Liberdade, 8187",Porto Alegre,BR,-29.978573,-51.242708,4.0,723.0,3.0,9.6,"air_conditioning, pool, bar, parking, wifi"
A00255,B00244,1,Inn Augusta II & Spa,"Street Copacabana, 8771",Porto Alegre,BR,-30.039364,-51.317422,4.8,393.0,4.0,9.0,"pet_friendly, air_conditioning, gym, restaurant, wifi"
A00270,B00259,1,Inn Augusta,"Av. Augusta, 7167",Porto Alegre,BR,-30.074906,-51.264034,3.6,954.0,4.0,8.7,"air_conditioning, restaurant, parking, wifi, pet_friendly"
A00275,B00264,1,Grand Hotel Copacabana II,"Avenida da República, 2556",Porto Alegre,BR,-30.111616,-51.269318,3.6,235.0,5.0,8.0,"wifi, pool, parking, restaurant, spa, air_conditioning"
A00301,B00290,1,Residency Lumière Saint,"Avenida Augusta, 3608",Porto Alegre,BR,-30.119088,-51.212159,3.6,451.0,4.0,9.3,"pet_friendly, pool, wifi, bar"
A00302,B00291,1,Residency Central,"Avenue dos Andradas, 5142",Porto Alegre,BR,-29.944972,-51.179939,4.2,319.0,5.0,7.6,"pool, gym, wifi, air_conditioning, spa, parking"
A00304,B00293,1,Grand Hotel Cathedral & Spa,"Rua Paulista, 1662",Porto Alegre,BR,-30.048369,-51.254352,3.5,778.0,3.0,8.5,"pool, bar, gym"
A00314,B00303,1,Hotel Central Saint,"Rua Paulista, 8025",Porto Alegre,BR,-30.015287,-51.196106,4.1,968.0,5.0,7.2,"bar, spa, pool, wifi, parking"
A00320,B00309,1,Suites Paulista II,"Praça Europa, 7082",Porto Alegre,BR,-30.070372,-51.244566,4.2,33.0,5.0,8.6,"parking, pet_friendly, air_conditioning, spa, gym"
A00325,B00314,1,Grand Hotel Central Saint,"Avenue Europa, 532",Porto Alegre,BR,-30.083358,-51.264339,3.4,61.0,5.0,9.4,"gym, wifi, bar, pool, air_conditioning"
A00326,B00315,1,Pousada Cathedral II & Spa,"Street Augusta, 5627",Porto Alegre,BR,-30.038423,-51.249107,4.3,694.0,3.0,9.1,"restaurant, wifi, bar, pet_friendly, parking, spa"
A00330,B00319,1,Grand Hotel Seine,"Rua Europa, 3279",Porto Alegre,BR,-30.075738,-51.153214,4.4,727.0,4.0,7.1,"bar, wifi, air_conditioning"
A00366,B00355,1,Grand Hotel Copacabana,"Rua da República, 6929",Porto Alegre,BR,-30.078258,-51.239132,4.5,606.0,5.0,7.6,"restaurant, gym, parking, pet_friendly, spa"
A00374,B00363,1,Residency Gaudí Boutique,"Avenue das Flores, 2018",Porto Alegre,BR,-29.955196,-51.253955,3.7,459.0,3.0,8.3,"spa, pool, bar"
A00381,B00370,1,Inn Copacabana II,"Avenida da Sé, 4320",Porto Alegre,BR,-30.014451,-51.16942,5.0,366.0,3.0,9.2,"restaurant, parking, spa"
A00383,B00372,1,Inn Gaudí,"St Copacabana, 1033",Porto Alegre,BR,-30.086865,-51.25004,3.8,826.0,5.0,8.9,"pool, air_conditioning, bar, pet_friendly, spa, parking"
A00389,B00378,1,Residency Gaudí II,"Street da Sé, 7453",Porto Alegre,BR,-29.94997,-51.134131,3.6,427.0,4.0,7.5,"pet_friendly, parking, wifi, air_conditioning, spa"
A00392,B00381,1,Pousada Europa,"Street Paulista, 5875",Porto Alegre,BR,-29.998362,-51.129098,3.9,385.0,3.0,7.5,"spa, pool, parking, pet_friendly, bar"
A00413,B00402,1,Pousada Gaudí,"Praça Central, 2227",Porto Alegre,BR,-30.047552,-51.231344,3.4,313.0,5.0,8.5,"pet_friendly, gym, restaurant, wifi, bar, parking"
A00414,B00403,1,Residency Copacabana Saint Boutique Boutique,"Praça Liberdade, 1785",Porto Alegre,BR,-30.026491,-51.226768,4.0,212.0,3.0,9.2,"gym, spa, wifi, parking"
A00418,B00407,1,Pousada Cathedral,"Ave Copacabana, 1182",Porto Alegre,BR,-30.089731,-51.21689,5.0,1.0,4.0,7.6,"restaurant, spa, pool, air_conditioning"
A00427,B00416,1,Residency Central Saint,"Street da Sé, 2934",Porto Alegre,BR,-30.055191,-51.299416,3.7,322.0,3.0,7.8,"pool, bar, gym"
A00428,B00121,1,Hotel Augusta Saint,"Street da República, 4313",Porto Alegre,BR,-30.057298,-51.20946,4.9,871.0,4.0,7.8,"parking, gym, pet_friendly, spa"
A00428,B00417,1,Hotel Augusta Saint,"Street da República, 4313",Porto Alegre,BR,-30.057298,-51.20946,4.9,871.0,4.0,7.8,"parking, gym, pet_friendly, spa"
A00095,B00084,1,Hotel Lumière & Spa Boutique,"Street da Sé, 5692",Lisboa,PT,38.78229,-9.145846,3.7,150.0,3.0,7.2,"bar, air_conditioning, restaurant, gym"
A00100,B00089,1,Inn Seine,"Avenue das Flores, 5746",Lisboa,PT,38.761831,-9.109375,3.7,270.0,3.0,9.4,"spa, restaurant, pool, parking"
A00101,B00090,1,Hotel Lumière,"Rua Liberdade, 2787",Lisboa,PT,38.632794,-9.201008,3.6,834.0,5.0,7.5,"bar, pool, wifi, gym, spa"
A00112,B00101,1,Palace Liberdade,"Praça da Sé, 5714",Lisboa,PT,38.656211,-9.048852,4.7,336.0,3.0,8.1,"gym, wifi, restaurant, spa"
A00122,B00111,1,Inn Seine,"Praça das Flores, 1762",Lisboa,PT,38.616968,-9.140814,3.8,81.0,3.0,9.4,"spa, restaurant, pool, parking"
A00135,B00124,1,Suites Seine,"Avenida Europa, 6167",Lisboa,PT,38.729806,-9.009287,4.1,475.0,4.0,7.2,"wifi, bar, restaurant, pet_friendly, air_conditioning"
A00138,B00127,1,Pousada Augusta,"Praça dos Andradas, 1626",Lisboa,PT,38.656378,-9.203833,3.8,980.0,5.0,8.1,"wifi, pet_friendly, pool, restaurant"
A00142,B00131,1,Hotel Gaudí Saint,Praça das Flores 5955,Lisboa,PT,38.72501,-9.149853,4.4,184.0,3.0,9.0,"air_conditioning, spa, pet_friendly"
A00154,B00143,1,Pousada Seine & Spa,"Avenida Europa, 8045",Lisboa,PT,38.65919,-9.00893,3.7,399.0,5.0,7.2,"gym, pool, spa, restaurant"
A00175,B00164,1,Hotel Central II,"Avenue Copacabana, 6645",Lisboa,PT,38.688211,-9.092844,3.9,451.0,3.0,8.3,"spa, pet_friendly, gym"
A00192,B00181,1,Residency Gaudí Saint,"Avenida dos Andradas, 9540",Lisboa,PT,38.780621,-9.202851,4.5,722.0,4.0,9.4,"restaurant, spa, pool, gym, wifi, air_conditioning"
A00196,B00185,1,Residency Augusta Saint,"Avenida da Sé, 8235",Lisboa,PT,38.760316,-9.126573,4.2,431.0,5.0,8.3,"wifi, gym, air_conditioning, pet_friendly, parking, restaurant"
A00217,B00206,1,Suites Paulista Saint,"Rua Central, 3840",Lisboa,PT,38.65531,-9.163672,4.5,162.0,3.0,8.0,"pool, gym, air_conditioning"
A00227,B00216,1,Suites Liberdade,"Av. da República, 4432",Lisboa,PT,38.708387,-9.134837,5.0,409.0,3.0,9.2,"parking, spa, pet_friendly, pool, wifi"
A00239,B00228,1,Grand Hotel Augusta II,"Praça Liberdade, 2823",Lisboa,PT,38.846413,-9.129267,3.9,459.0,5.0,9.4,"air_conditioning, spa, gym, pet_friendly"
A00246,B00235,1,Inn Seine,"Avenue Liberdade, 5926",Lisboa,PT,38.693375,-9.068343,4.2,591.0,3.0,9.4,"spa, restaurant, pool, parking"
A00280,B00269,1,Inn Augusta II,"Ave Liberdade, 9011",Lisboa,PT,38.710336,-9.10248,3.9,1105.0,3.0,8.6,"pet_friendly, air_conditioning, gym, bar"
A00300,B00289,1,Hotel Liberdade,"Street Central, 615",Lisboa,PT,38.649469,-9.185905,3.9,816.0,4.0,7.7,"parking, gym, pool"
A00306,B00295,1,Inn Copacabana,"Praça Augusta, 4947",Lisboa,PT,38.732604,-9.153743,4.7,598.0,3.0,8.2,"spa, parking, bar"
A00328,B00317,1,Residency Central,"Praça da Sé, 991",Lisboa,PT,38.758657,-9.123714,5.0,898.0,5.0,7.2,"pool, gym, wifi"
A00338,B00327,1,Pousada Cathedral,Avenida da República 651,Lisboa,PT,38.79645,-9.070462,2.6,47.0,3.0,9.5,"restaurant, bar, parking, air_conditioning"
A00348,B00337,1,Hotel Copacabana Saint & Spa,"Rua Europa, 5068",Lisboa,PT,38.735206,-9.238019,4.0,778.0,4.0,9.1,"gym, pool, wifi, pet_friendly"
A00354,B00343,1,Residency Europa,"Rua da República, 8348",Lisboa,PT,38.581543,-9.164166,3.8,882.0,3.0,9.1,"gym, spa, pool, bar, parking"
A00355,B00344,1,Palace Cathedral Boutique Boutique,"Rua Central, 7070",Lisboa,PT,38.779365,-9.149446,3.2,421.0,4.0,7.7,"spa, air_conditioning, bar, pool"
A00359,B00348,1,Hotel Central Saint,"Avenida dos Andradas, 1052",Lisboa,PT,38.677197,-9.091934,4.6,924.0,5.0,7.9,"pet_friendly, air_conditioning, wifi, gym, spa, restaurant"
A00364,B00353,1,Central II,"Rua Paulista, 2029",Lisboa,PT,38.660809,-9.129919,3.7,766.0,3.0,8.7,"air_conditioning, gym, spa, pool, parking, pet_friendly"
A00380,B00369,1,Inn Augusta Saint,"Ave da Sé, 4714",Lisboa,PT,38.69111,-9.117281,3.9,285.0,3.0,7.3,"pool, gym, bar"
A00394,B00383,1,Hotel Copacabana,"Avenue Liberdade, 9044",Lisboa,PT,38.789796,-9.177754,3.5,568.0,3.0,9.4,"spa, pet_friendly, pool, bar, parking, wifi"
A00395,B00384,1,Inn Augusta,"Praça dos Andradas, 243",Lisboa,PT,38.727832,-9.150495,4.9,801.0,4.0,9.4,"bar, parking, wifi, air_conditioning, pool, spa"
A00408,B00397,1,Pousada Cathedral Saint,"Avenue Europa, 9964",Lisboa,PT,38.691098,-9.144739,4.3,590.0,4.0,9.6,"restaurant, pet_friendly, wifi, pool"
A00410,B00399,1,Grand Hotel Cathedral II,"Avenue Liberdade, 3855",Lisboa,PT,38.694355,-9.169997,3.8,458.0,5.0,8.6,"air_conditioning, restaurant, bar"
A00412,B00401,1,Palace Liberdade,"Avenue da Sé, 3900",Lisboa,PT,38.823683,-9.107974,3.9,707.0,3.0,8.1,"gym, wifi, restaurant, spa"
A00416,B00405,1,Inn Augusta,"Rua da Sé, 3198",Lisboa,PT,38.67732,-9.119004,4.5,22.0,4.0,9.4,"bar, parking, wifi, air_conditioning, pool, spa"
A00431,B00420,1,Inn Liberdade Saint,"Ave das Flores, 3830",Lisboa,PT,38.71729,-9.141019,4.3,419.0,4.0,7.6,"gym, wifi, parking, bar, pet_friendly"
A00033,B00114,1,Suites Paulista,"Praça Paulista, 7455",Rio de Janeiro,BR,-22.967976,-43.159806,4.4,730.0,4.0,9.5,"air_conditioning, pool, spa, pet_friendly"
A00075,B00064,1,Residency Augusta,"Praça das Flores, 5391",Rio de Janeiro,BR,-22.967044,-43.151021,4.3,775.0,3.0,9.3,"bar, gym, parking, restaurant, pet_friendly, air_conditioning"
A00078,B00067,1,Hotel Lumière,"Praça Paulista, 5259",Rio de Janeiro,BR,-22.864471,-43.135815,4.4,532.0,3.0,7.2,"air_conditioning, gym, pet_friendly, pool"
A00080,B00069,1,Palace Liberdade,"Pça. Paulista, 8155",Rio de Janeiro,BR,-22.892038,-43.172642,4.5,773.0,4.0,9.7,"restaurant, pool, parking, spa"
A00084,B00073,1,Grand Hotel Lumière Saint,"Rua Augusta, 7995",Rio de Janeiro,BR,-22.897129,-43.173166,3.0,522.0,4.0,9.6,"pool, pet_friendly, spa, air_conditioning, bar"
A00097,B00086,1,Residency Augusta,"Ave da República, 7422",Rio de Janeiro,BR,-22.926541,-43.141801,4.8,523.0,3.0,9.3,"bar, gym, parking, restaurant, pet_friendly, air_conditioning"
A00098,B00087,1,Palace Augusta,"Avenida Paulista, 2840",Rio de Janeiro,BR,-22.893515,-43.120248,4.4,839.0,3.0,8.9,"bar, restaurant, parking, spa, air_conditioning"
A00107,B00096,1,Residency Cathedral,"Street Augusta, 1325",Rio de Janeiro,BR,-22.943759,-43.181441,4.3,927.0,5.0,7.8,"air_conditioning, gym, pool, wifi, restaurant"
A00108,B00097,1,Palace Gaudí St.,"Rua Central, 1532",Rio de Janeiro,BR,-22.928893,-43.147746,4.0,696.0,3.0,9.6,"air_conditioning, pet_friendly, restaurant, spa, gym, pool"
A00115,B00104,1,Hotel Lumière,"Avenida Europa, 3420",Rio de Janeiro,BR,-22.831772,-43.163633,4.7,526.0,3.0,7.2,"air_conditioning, gym, pet_friendly, pool"
A00119,B00108,1,Palace Augusta II,R. Europa 6328,Rio de Janeiro,BR,-22.904617,-43.196366,3.4,336.0,4.0,8.3,"restaurant, parking, pool, pet_friendly, gym"
A00120,B00109,1,Pousada Copacabana,"Praça Liberdade, 6778",Rio de Janeiro,BR,-22.938212,-43.114565,3.9,476.0,3.0,7.9,"pet_friendly, wifi, bar"
A00125,B00114,1,Inn Paulista Boutique,"Av. dos Andradas, 2049",Rio de Janeiro,BR,-22.965225,-43.156842,4.9,23.0,5.0,9.7,"wifi, restaurant, bar, pet_friendly, gym, parking"
A00159,B00148,1,Inn Gaudí II Boutique,"Rua da República, 7070",Rio de Janeiro,BR,-22.820286,-43.162968,4.2,527.0,4.0,9.4,"restaurant, pool, air_conditioning, gym, wifi, pet_friendly"
A00161,B00150,1,Pousada Seine,"Street dos Andradas, 9131",Rio de Janeiro,BR,-22.867359,-43.15959,4.0,281.0,5.0,7.4,"air_conditioning, gym, spa, restaurant, parking"
