id_A,id_B,cleaned_hotel_name_A,cleaned_hotel_name_B,cleaned_address_A,cleaned_address_B,latitude_A,longitude_A,latitude_B,longitude_B,geo_distance_km,name_similarity,address_similarity,predicted_match,hotel_name_A,city_A,country_A,hotel_name_B,city_B,country_B,enriched_category_stars_A,enriched_review_score_A,enriched_amenities_A,enriched_category_stars_B,enriched_review_score_B,enriched_amenities_B
A00179,B00168,copacabana,copacabana,augusta 5384,augusta 5384,40.471925,-3.726441,40.472005,-3.728492,0.17371914714428263,1.0,1.0,1,Hotel Copacabana,Madrid,ES,Hotel Copacabana,Madrid,ES,5,7.7,"pet_friendly, spa, wifi, air_conditioning, bar, gym",5,7.7,"pet_friendly, spa, wifi, air_conditioning, bar, gym"
A00193,B00182,cathedral,cathedral,paulista 1389,paulista 1389,40.426488,-3.750702,40.426895,-3.751364,0.07202847720987562,1.0,1.0,1,Hotel Cathedral St. Boutique,Madrid,ES,Hotel Cathedral Saint,Madrid,ES,5,9.3,"pool, pet_friendly, spa, air_conditioning",4,8.4,"pool, bar, gym"
A00201,B00190,seine,seine,central 1101,central 1101,40.435812,-3.701495,40.435777,-3.699909,0.13428618001172357,1.0,1.0,1,Pousada Seine,Madrid,ES,Pousada Seine,Madrid,ES,3,9.1,"gym, wifi, pet_friendly, pool, spa, parking",3,9.1,"gym, wifi, pet_friendly, pool, spa, parking"
A00204,B00193,gaudí,gaudí,central 208,central 208,40.30086,-3.726466,40.303187,-3.725236,0.2789834886141348,1.0,1.0,1,Palace Gaudí Saint,Madrid,ES,Palace Gaudí Saint,Madrid,ES,3,9.6,"parking, restaurant, spa",3,9.6,"parking, restaurant, spa"
A00213,B00202,central,central,paulista 6165,paulista 6165,40.480137,-3.755085,40.474821,-3.756248,0.5992412081069106,1.0,1.0,1,Palace Central II,Madrid,ES,Palace Central II,Madrid,ES,5,8.7,"wifi, parking, spa, pet_friendly, bar, pool",5,8.7,"wifi, parking, spa, pet_friendly, bar, pool"
A00232,B00221,europa,europa,augusta 8896,augusta 8896,40.417315,-3.610665,40.41627,-3.612204,0.17457749366666922,1.0,1.0,1,Hotel Europa II,Madrid,ES,Hotel Europa II,Madrid,ES,4,9.4,"bar, gym, wifi, pet_friendly, parking, spa",4,9.4,"bar, gym, wifi, pet_friendly, parking, spa"
A00235,B00224,europa,europa,paulista 6589,paulista 6589,40.400895,-3.725425,40.396816,-3.729574,0.573724815486861,1.0,1.0,1,Hotel Europa,Madrid,ES,Hotel Europa,Madrid,ES,5,7.9,"bar, restaurant, gym, spa",5,7.9,"bar, restaurant, gym, spa"
A00251,B00240,lumière,lumière,flores 7805,flores 7805,40.456647,-3.734317,40.454537,-3.735145,0.24485721860709828,1.0,1.0,1,Inn Lumière II,Madrid,ES,Inn Lumière II,Madrid,ES,3,9.2,"parking, spa, restaurant",3,9.2,"parking, spa, restaurant"
A00256,B00245,paulista,paulista,flores 4876,flores 4876,40.411195,-3.777423,40.411957,-3.77846,0.12201481963433915,1.0,1.0,1,Grand Hotel Paulista,Madrid,ES,Grand  Paulista,Madrid,ES,4,9.4,"restaurant, spa, wifi, bar",4,8.2,"parking, restaurant, pool"
A00271,B00260,gaudí,gaudí,liberdade 3826,liberdade 3826,40.41718,-3.651579,40.41423,-3.65291,0.3468394314166626,1.0,1.0,1,Pousada Gaudí Saint,Madrid,ES,Pousada Gaudí Saint & Spa,Madrid,ES,3,9.5,"parking, bar, gym, wifi",4,8.0,"air_conditioning, restaurant, wifi, parking, bar"
A00272,B00261,liberdade,liberdade,flores 2842,flores 2842,40.456257,-3.676508,40.454366,-3.675699,0.22113026488191698,1.0,1.0,1,Pousada Liberdade II,Madrid,ES,Pousada Liberdade II,Madrid,ES,4,8.0,"pet_friendly, bar, restaurant, spa, parking, pool",4,8.0,"pet_friendly, bar, restaurant, spa, parking, pool"
A00284,B00273,augusta,augusta,andradas 4425,andradas 4425,40.404772,-3.683473,40.40543,-3.68036,0.27355268751320744,1.0,1.0,1,Palace Augusta Saint,Madrid,ES,Palace Augusta Saint,Madrid,ES,4,7.2,"pool, pet_friendly, spa, bar, parking, wifi",4,7.2,"pool, pet_friendly, spa, bar, parking, wifi"
A00305,B00294,paulista,paulista,república 1904,república 1904,40.325283,-3.679667,40.326399,-3.67632,0.3096833142216948,1.0,1.0,1,Paulista Boutique,Madrid,ES,Hotel Paulista,Madrid,ES,5,9.0,"parking, spa, gym",3,8.3,"air_conditioning, gym, pool, bar, spa"
A00308,B00297,liberdade,liberdade,copacabana 4069,copacabana 4069,40.423256,-3.73341,40.42362,-3.731826,0.14006086575724133,1.0,1.0,1,Suites Liberdade,Madrid,ES,Suites Liberdade Boutique,Madrid,ES,3,7.4,"restaurant, spa, pet_friendly, parking",3,8.2,"gym, parking, spa"
A00316,B00305,seine,seine,andradas 6916,andradas 6916,40.467602,-3.748716,40.471194,-3.750506,0.4271509355111477,1.0,1.0,1,Pousada Seine & Spa,Madrid,ES,Pousada Seine,Madrid,ES,5,8.1,"pool, bar, wifi",3,9.1,"gym, wifi, pet_friendly, pool, spa, parking"
A00332,B00321,seine,seine,república 923,república 923,40.460391,-3.762048,40.460745,-3.759057,0.25609074167142876,1.0,1.0,1,Palace Seine II,Madrid,ES,Palace Seine II,Madrid,ES,4,7.1,"spa, pool, pet_friendly",4,7.1,"spa, pool, pet_friendly"
A00371,B00360,seine,seine,europa 7120,europa 7120,40.406463,-3.705036,40.409996,-3.705177,0.3930330296312316,1.0,1.0,1,Residency Seine,Madrid,ES,Residency Seine,Madrid,ES,4,7.9,"air_conditioning, wifi, spa, restaurant, bar, pool",4,7.9,"air_conditioning, wifi, spa, restaurant, bar, pool"
A00373,B00362,central,central,augusta 7702,augusta 7702,40.494931,-3.772679,40.496386,-3.773715,0.18398320653279088,1.0,1.0,1,Palace Central,Madrid,ES,Palace Central & Spa,Madrid,ES,5,9.2,"gym, air_conditioning, wifi, spa, pool",3,8.3,"pet_friendly, gym, parking, air_conditioning, bar"
A00432,B00421,europa,europa,sé 8882,sé 8882,40.543873,-3.686345,40.545422,-3.686275,0.17234246898121516,1.0,1.0,1,Grand Hotel Europa,Madrid,ES,Grand  Europa,Madrid,ES,3,8.3,"wifi, spa, pet_friendly, bar, pool",5,7.8,"spa, restaurant, air_conditioning, pet_friendly, wifi"
A00433,B00422,augusta,augusta,augusta 5566,augusta 5566,40.511663,-3.715095,40.511405,-3.714518,0.056589706714257865,1.0,1.0,1,Pousada Augusta Saint,Madrid,ES,Pousada Augusta Saint,Madrid,ES,4,7.9,"parking, pet_friendly, spa, gym",4,7.9,"parking, pet_friendly, spa, gym"
A00434,B00423,copacabana,copacabana,andradas 4814,andradas 4814,40.467066,-3.717396,40.465529,-3.720187,0.29147119539006716,1.0,1.0,1,Grand Hotel Copacabana 2,Madrid,ES,Grand Hotel Copacabana II,Madrid,ES,4,8.1,"wifi, air_conditioning, spa",3,8.0,"spa, bar, gym"
A00435,B00424,gaudí,gaudí,sé 4436,sé 4436,40.439858,-3.656575,40.441463,-3.655981,0.18541238774985175,1.0,1.0,1,Suites Gaudí,Madrid,ES,Suites Gaudí,Madrid,ES,5,8.9,"pet_friendly, gym, spa, wifi, restaurant",5,8.9,"pet_friendly, gym, spa, wifi, restaurant"
A00013,B00009,paulista,paulista,central 6230,liberdade 6091,-19.90801,-43.893659,-19.9097,-43.895277,0.25284212630692166,1.0,0.46153846153846156,1,Hotel Paulista Saint,Belo Horizonte,BR,Residency Paulista,Belo Horizonte,BR,5,7.7,"pet_friendly, bar, restaurant",4,8.7,"pool, wifi, parking, restaurant, gym"
A00096,B00085,seine,seine,europa 9562,europa 9562,-19.955674,-43.857453,-19.959198,-43.855236,0.45523498686979363,1.0,1.0,1,Inn Seine Saint,Belo Horizonte,BR,Inn Seine St.,Belo Horizonte,BR,3,7.2,"parking, spa, air_conditioning, bar, pet_friendly",4,9.2,"restaurant, gym, pool"
A00127,B00116,europa,europa,flores 2833,flores 2833,-19.851704,-43.914901,-19.856605,-43.915661,0.5507323953850486,1.0,1.0,1,Residency Europa,Belo Horizonte,BR,Residency Europa,Belo Horizonte,BR,4,9.1,"parking, air_conditioning, restaurant, spa",4,9.1,"parking, air_conditioning, restaurant, spa"
A00130,B00119,gaudí,gaudí,copacabana 1066,copacabana 1066,-19.934105,-43.871378,-19.931628,-43.874301,0.4113676422567393,1.0,1.0,1,Inn Gaudí,Belo Horizonte,BR,Inn Gaudí & Spa,Belo Horizonte,BR,4,9.3,"air_conditioning, pet_friendly, wifi, bar, restaurant, parking",3,9.3,"bar, parking, restaurant"
A00148,B00137,cathedral,cathedral,central 8042,central 8042,-19.873712,-43.985932,-19.875687,-43.984483,0.2668113652556544,1.0,1.0,1,Grand Hotel Cathedral & Spa,Belo Horizonte,BR,Grand Hotel Cathedral,Belo Horizonte,BR,4,9.1,"bar, pet_friendly, restaurant, air_conditioning, wifi, gym",5,7.6,"restaurant, pet_friendly, parking, spa, bar"
A00156,B00145,seine,seine,copacabana 5393,copacabana 5393,-19.917539,-43.890322,-19.917314,-43.88695,0.3534082280792342,1.0,1.0,1,Pousada Seine Saint,Belo Horizonte,BR,Pousada Seine Saint,Belo Horizonte,BR,5,8.9,"restaurant, bar, wifi",5,8.9,"restaurant, bar, wifi"
A00162,B00151,central,central,copacabana 3565,copacabana 3565,-19.939555,-43.944223,-19.942427,-43.942549,0.36414783120475247,1.0,1.0,1,Palace Central,Belo Horizonte,BR,Palace Central,Belo Horizonte,BR,5,7.9,"air_conditioning, pool, spa",5,7.9,"air_conditioning, pool, spa"
A00163,B00152,paulista,paulista,europa 1914,europa 1914,-20.0127,-43.780297,-20.008969,-43.779922,0.4167143020766673,1.0,1.0,1,Residency Paulista,Belo Horizonte,BR,Residency Paulista,Belo Horizonte,BR,4,8.7,"pool, wifi, parking, restaurant, gym",4,8.7,"pool, wifi, parking, restaurant, gym"
A00183,B00172,europa,europa,flores 9580,flores 9580,-19.872694,-43.793548,-19.872211,-43.790223,0.3518301187645457,1.0,1.0,1,Inn Europa,Belo Horizonte,BR,Inn Europa,Belo Horizonte,BR,5,9.5,"restaurant, air_conditioning, pet_friendly, parking",5,9.5,"restaurant, air_conditioning, pet_friendly, parking"
A00187,B00176,lumière,lumière,augusta 1391,augusta 1391,-19.924547,-43.940387,-19.924789,-43.9421,0.18108574570337665,1.0,1.0,1,Inn Lumière,Belo Horizonte,BR,Inn Lumière,Belo Horizonte,BR,3,8.3,"wifi, restaurant, gym",3,8.3,"wifi, restaurant, gym"
A00188,B00177,copacabana,copacabana,central 7474,central 7474,-19.994314,-43.912898,-19.998539,-43.912705,0.470231212674862,1.0,1.0,1,Pousada Copacabana,Belo Horizonte,BR,Pousada Copacabana,Belo Horizonte,BR,5,7.8,"spa, wifi, bar, gym",5,7.8,"spa, wifi, bar, gym"
A00202,B00191,copacabana,copacabana,sé 2476,sé 2476,-19.886827,-44.018908,-19.88711,-44.01988,0.10639614387484635,1.0,1.0,1,Hotel Copacabana,Belo Horizonte,BR,Hotel Copacabana,Belo Horizonte,BR,4,7.4,"parking, gym, pool, spa",4,7.4,"parking, gym, pool, spa"
A00203,B00192,liberdade,liberdade,copacabana 5250,copacabana 5250,-20.016427,-43.970214,-20.018599,-43.969954,0.24303820492559286,1.0,1.0,1,Grand Hotel Liberdade 2,Belo Horizonte,BR,Grand Hotel Liberdade II,Belo Horizonte,BR,4,8.8,"restaurant, wifi, bar, spa, parking, pet_friendly",5,9.3,"spa, air_conditioning, restaurant"
A00205,B00194,augusta,augusta,copacabana 5783,copacabana 5783,-19.998819,-44.002799,-19.995669,-44.000307,0.4364498821053368,1.0,1.0,1,Grand Hotel Augusta Boutique,Belo Horizonte,BR,Grand Hotel Augusta,Belo Horizonte,BR,3,8.6,"restaurant, parking, air_conditioning",3,7.0,"wifi, gym, pool, pet_friendly"
A00252,B00241,copacabana,copacabana,augusta 661,augusta 661,-19.923939,-44.014796,-19.921879,-44.016968,0.322530560356628,1.0,1.0,1,Suites Copacabana,Belo Horizonte,BR,Suites Copacabana,Belo Horizonte,BR,3,7.7,"air_conditioning, wifi, pet_friendly, spa, gym",3,7.7,"air_conditioning, wifi, pet_friendly, spa, gym"
A00254,B00243,gaudí,gaudí,liberdade 6749,liberdade 6749,-19.847713,-43.95411,-19.84986,-43.953593,0.2447825207375509,1.0,1.0,1,Residency Gaudí Saint,Belo Horizonte,BR,Residency Gaudí Saint,Belo Horizonte,BR,5,9.7,"spa, air_conditioning, wifi",5,9.7,"spa, air_conditioning, wifi"
A00263,B00252,gaudí,gaudí,europa 2071,europa 2071,-19.933859,-43.94342,-19.935154,-43.945191,0.23453626250143042,1.0,1.0,1,Pousada Gaudí Saint,Belo Horizonte,BR,Pousada Gaudí Saint,Belo Horizonte,BR,3,7.8,"gym, pet_friendly, restaurant",3,7.8,"gym, pet_friendly, restaurant"
A00267,B00256,cathedral,cathedral,flores 9715,flores 9715,-19.946424,-43.911729,-19.94676,-43.912154,0.05804545516439244,1.0,1.0,1,Pousada Cathedral,Belo Horizonte,BR,Pousada Cathedral,Belo Horizonte,BR,3,7.7,"spa, parking, pet_friendly, pool, wifi",3,7.7,"spa, parking, pet_friendly, pool, wifi"
A00273,B00262,gaudí,gaudí,liberdade 8449,liberdade 8449,-19.959006,-43.927249,-19.957192,-43.928346,0.23201663026495142,1.0,1.0,1,Palace Gaudí Saint Boutique,Belo Horizonte,BR,Palace Gaudí Saint,Belo Horizonte,BR,5,9.0,"pool, spa, wifi, pet_friendly, gym",3,7.7,"pet_friendly, restaurant, gym"
A00286,B00275,europa,europa,andradas 1816,andradas 1816,-19.910731,-43.937714,-19.911419,-43.934091,0.3864256218403613,1.0,1.0,1,Palace Europa II,Belo Horizonte,BR,Palace Europa II,Belo Horizonte,BR,5,9.6,"pool, spa, pet_friendly, air_conditioning, wifi",5,9.6,"pool, spa, pet_friendly, air_conditioning, wifi"
A00289,B00278,liberdade,liberdade,flores 2208,flores 2208,-19.889036,-43.906878,-19.889256,-43.907328,0.05303231662826448,1.0,1.0,1,Residency Liberdade & Spa,Belo Horizonte,BR,Residency Liberdade,Belo Horizonte,BR,3,9.2,"wifi, restaurant, air_conditioning, pool, bar, parking",4,7.3,"bar, gym, air_conditioning, restaurant"
A00315,B00304,seine,seine,flores 5308,flores 5308,-19.82216,-43.977315,-19.820084,-43.97917,0.30156501203821257,1.0,1.0,1,Palace Seine Saint,Belo Horizonte,BR,Palace Seine Saint,Belo Horizonte,BR,5,7.4,"air_conditioning, parking, bar, gym, pool",5,7.4,"air_conditioning, parking, bar, gym, pool"
A00321,B00310,liberdade,liberdade,paulista 6319,paulista 6319,-19.953376,-43.994641,-19.953374,-43.992385,0.23579714694141127,1.0,1.0,1,Pousada Liberdade II,Belo Horizonte,BR,Pousada Liberdade II,Belo Horizonte,BR,5,8.3,"pool, restaurant, bar, pet_friendly",5,8.3,"pool, restaurant, bar, pet_friendly"
A00324,B00313,gaudí,gaudí,copacabana 6802,copacabana 6802,-19.876836,-44.051893,-19.879192,-44.053692,0.3225221808122209,1.0,1.0,1,Suites Gaudí,Belo Horizonte,BR,Suites Gaudí,Belo Horizonte,BR,3,8.1,"pool, bar, wifi",3,8.1,"pool, bar, wifi"
A00339,B00328,augusta,augusta,augusta 5233,augusta 5233,-19.922291,-43.905614,-19.919331,-43.905354,0.3302573981750159,1.0,1.0,1,Grand Hotel Augusta II,Belo Horizonte,BR,Grand Hotel Augusta II,Belo Horizonte,BR,3,9.3,"pool, bar, spa, restaurant, pet_friendly, wifi",3,9.3,"pool, bar, spa, restaurant, pet_friendly, wifi"
A00340,B00329,paulista,paulista,andradas 616,andradas 616,-19.82255,-43.963869,-19.821335,-43.963357,0.14533077752199824,1.0,1.0,1,Inn Paulista Saint,Belo Horizonte,BR,Inn Paulista Saint,Belo Horizonte,BR,5,7.9,"air_conditioning, wifi, pool",5,7.9,"air_conditioning, wifi, pool"
A00352,B00341,europa,europa,central 308,central 308,-19.912013,-44.019986,-19.913045,-44.023747,0.4096040730541819,1.0,1.0,1,Europa II,Belo Horizonte,BR,Hotel Europa II,Belo Horizonte,BR,3,8.0,"pet_friendly, gym, wifi, bar, restaurant, parking",5,9.3,"bar, parking, gym"
A00361,B00350,cathedral,cathedral,andradas 4183,andradas 4183,-19.943864,-43.965583,-19.944927,-43.964893,0.13846659730081975,1.0,1.0,1,Inn Cathedral,Belo Horizonte,BR,Inn Cathedral Boutique,Belo Horizonte,BR,5,7.4,"restaurant, pool, bar, spa",4,9.2,"spa, restaurant, parking, air_conditioning, pet_friendly, gym"
A00362,B00351,seine,seine,república 2673,república 2673,-19.892441,-43.926989,-19.892253,-43.930696,0.3881684344779263,1.0,1.0,1, Seine,Belo Horizonte,BR,Seine,Belo Horizonte,BR,4,8.0,"bar, pet_friendly, wifi, parking",4,8.9,"parking, gym, air_conditioning"
A00367,B00356,liberdade,liberdade,augusta 2467,augusta 2467,-20.032798,-43.881833,-20.025363,-43.880843,0.8331784368676372,1.0,1.0,1,Inn Liberdade,Belo Horizonte,BR,Inn Liberdade,Belo Horizonte,BR,3,8.3,"spa, pool, wifi",3,8.3,"spa, pool, wifi"
A00390,B00379,europa,europa,europa 9944,europa 9944,-19.972748,-43.954677,-19.973609,-43.954666,0.09574573330244844,1.0,1.0,1,Suites Europa II,Belo Horizonte,BR,Suites Europa II,Belo Horizonte,BR,5,8.1,"parking, wifi, air_conditioning, restaurant, spa, pet_friendly",5,8.1,"parking, wifi, air_conditioning, restaurant, spa, pet_friendly"
A00420,B00409,gaudí,gaudí,flores 2581,flores 2581,-19.93418,-43.818966,-19.933635,-43.818564,0.07374534248255742,1.0,1.0,1,Palace Gaudí Saint,Belo Horizonte,BR,Palace Gaudí Saint,Belo Horizonte,BR,3,7.7,"pet_friendly, restaurant, gym",3,7.7,"pet_friendly, restaurant, gym"
A00033,B00114,paulista,paulista,paulista 7455,andradas 2049,-22.967976,-43.159806,-22.967063,-43.156476,0.3557201485149719,1.0,0.3076923076923077,1,Suites Paulista,Rio de Janeiro,BR,Inn Paulista,Rio de Janeiro,BR,4,7.3,"wifi, parking, bar, spa",5,7.8,"spa, pool, restaurant, parking, wifi, gym"
A00075,B00064,augusta,augusta,flores 5391,flores 5391,-22.967044,-43.151021,-22.964828,-43.151647,0.25460655352730577,1.0,1.0,1,Residency Augusta,Rio de Janeiro,BR,Residency Augusta,Rio de Janeiro,BR,4,8.8,"bar, restaurant, gym, pool",4,8.8,"bar, restaurant, gym, pool"
A00078,B00067,lumière,lumière,paulista 5259,paulista 5259,-22.864471,-43.135815,-22.863119,-43.135006,0.1716721998448859,1.0,1.0,1,Hotel Lumière,Rio de Janeiro,BR,Hotel Lumière,Rio de Janeiro,BR,3,9.3,"parking, bar, pet_friendly",3,9.3,"parking, bar, pet_friendly"
A00080,B00069,liberdade,liberdade,paulista 8155,paulista 8155,-22.892038,-43.172642,-22.892077,-43.172987,0.035605887407453886,1.0,1.0,1,Palace Liberdade,Rio de Janeiro,BR,Palace Liberdade,Rio de Janeiro,BR,5,9.1,"wifi, air_conditioning, gym, restaurant",5,9.1,"wifi, air_conditioning, gym, restaurant"
A00084,B00073,lumière,lumière,augusta 7995,augusta 7995,-22.897129,-43.173166,-22.895112,-43.174886,0.2852074917525144,1.0,1.0,1,Grand Hotel Lumière Saint,Rio de Janeiro,BR,Grand Hotel Lumière Saint,Rio de Janeiro,BR,3,7.5,"bar, gym, spa, parking, restaurant",3,7.5,"bar, gym, spa, parking, restaurant"
A00097,B00086,augusta,augusta,república 7422,república 7422,-22.926541,-43.141801,-22.927313,-43.14504,0.342636118279213,1.0,1.0,1,Residency Augusta,Rio de Janeiro,BR,Residency Augusta,Rio de Janeiro,BR,4,8.8,"bar, restaurant, gym, pool",4,8.8,"bar, restaurant, gym, pool"
A00098,B00087,augusta,augusta,paulista 2840,paulista 2840,-22.893515,-43.120248,-22.891586,-43.125461,0.57547126780753,1.0,1.0,1,Palace Augusta,Rio de Janeiro,BR,Palace Augusta,Rio de Janeiro,BR,4,9.2,"pet_friendly, restaurant, parking",4,9.2,"pet_friendly, restaurant, parking"
A00107,B00096,cathedral,cathedral,augusta 1325,augusta 1325,-22.943759,-43.181441,-22.944624,-43.178671,0.29950613456449476,1.0,1.0,1,Residency Cathedral,Rio de Janeiro,BR,Residency Cathedral,Rio de Janeiro,BR,5,8.6,"spa, air_conditioning, parking, bar, pet_friendly, pool",5,8.6,"spa, air_conditioning, parking, bar, pet_friendly, pool"
A00108,B00097,gaudí,gaudí,central 1532,central 1532,-22.928893,-43.147746,-22.927127,-43.144246,0.4087014402788868,1.0,1.0,1,Palace Gaudí St.,Rio de Janeiro,BR,Palace Gaudí Saint,Rio de Janeiro,BR,4,8.5,"pet_friendly, parking, restaurant, bar, air_conditioning, pool",4,8.1,"pet_friendly, air_conditioning, bar, wifi, pool"
A00115,B00104,lumière,lumière,europa 3420,europa 3420,-22.831772,-43.163633,-22.832701,-43.165622,0.22851806605612238,1.0,1.0,1,Hotel Lumière,Rio de Janeiro,BR,Hotel Lumière,Rio de Janeiro,BR,3,9.3,"parking, bar, pet_friendly",3,9.3,"parking, bar, pet_friendly"
A00119,B00108,augusta,augusta,europa 6328,europa 6328,-22.904617,-43.196366,-22.904543,-43.195168,0.12298394236162823,1.0,1.0,1,Palace Augusta II,Rio de Janeiro,BR,Palace Augusta II,Rio de Janeiro,BR,5,8.0,"air_conditioning, gym, wifi, pet_friendly",5,8.0,"air_conditioning, gym, wifi, pet_friendly"
A00120,B00109,copacabana,copacabana,liberdade 6778,liberdade 6778,-22.938212,-43.114565,-22.936236,-43.116321,0.28392343125563096,1.0,1.0,1,Pousada Copacabana,Rio de Janeiro,BR,Pousada Copacabana,Rio de Janeiro,BR,4,7.4,"pool, bar, pet_friendly, air_conditioning, spa",4,7.4,"pool, bar, pet_friendly, air_conditioning, spa"
A00125,B00114,paulista,paulista,andradas 2049,andradas 2049,-22.965225,-43.156842,-22.967063,-43.156476,0.2077829986794256,1.0,1.0,1,Inn Paulista Boutique,Rio de Janeiro,BR,Inn Paulista,Rio de Janeiro,BR,4,8.1,"restaurant, gym, parking, air_conditioning",5,7.8,"spa, pool, restaurant, parking, wifi, gym"
A00159,B00148,gaudí,gaudí,república 7070,república 7070,-22.820286,-43.162968,-22.824036,-43.161579,0.44061212038478176,1.0,1.0,1,Inn Gaudí II Boutique,Rio de Janeiro,BR,Inn Gaudí II,Rio de Janeiro,BR,5,8.9,"gym, parking, air_conditioning, spa, restaurant, pet_friendly",5,9.3,"spa, restaurant, pool, bar"
A00161,B00150,seine,seine,andradas 9131,andradas 9131,-22.867359,-43.15959,-22.866699,-43.160554,0.12304850554936089,1.0,1.0,1,Pousada Seine,Rio de Janeiro,BR,Pousada Seine,Rio de Janeiro,BR,4,7.7,"parking, bar, gym, pet_friendly, air_conditioning",4,7.7,"parking, bar, gym, pet_friendly, air_conditioning"
A00165,B00154,central,central,europa 5371,europa 5371,-22.882317,-43.168692,-22.883135,-43.168047,0.11242491441043494,1.0,1.0,1,Inn Central,Rio de Janeiro,BR,Inn Central,Rio de Janeiro,BR,5,9.2,"gym, spa, parking, pool, bar, air_conditioning",5,9.2,"gym, spa, parking, pool, bar, air_conditioning"
A00173,B00162,liberdade,liberdade,europa 5627,europa 5627,-22.920511,-43.153008,-22.921835,-43.155354,0.2817837137684571,1.0,1.0,1,Suites Liberdade,Rio de Janeiro,BR,Suites Liberdade,Rio de Janeiro,BR,3,7.5,"gym, air_conditioning, wifi, bar",3,7.5,"gym, air_conditioning, wifi, bar"
A00176,B00165,copacabana,copacabana,central 8358,central 8358,-22.89045,-43.146592,-22.890735,-43.146167,0.05384883192876845,1.0,1.0,1,Grand Copacabana II,Rio de Janeiro,BR,Grand Hotel Copacabana II,Rio de Janeiro,BR,5,8.5,"wifi, gym, spa, parking, bar, pool",3,8.2,"air_conditioning, bar, pool, spa, pet_friendly"
A00184,B00173,paulista,paulista,república 3592,república 3592,-22.979394,-43.098917,-22.980969,-43.097573,0.2227130708350387,1.0,1.0,1,Palace Paulista Saint,Rio de Janeiro,BR,Palace Paulista Saint,Rio de Janeiro,BR,4,7.9,"wifi, bar, parking, pool, air_conditioning",4,7.9,"wifi, bar, parking, pool, air_conditioning"
A00195,B00184,seine,seine,liberdade 2990,liberdade 2990,-22.880564,-43.167354,-22.880719,-43.16751,0.023504513356736586,1.0,1.0,1,Suites Seine II,Rio de Janeiro,BR,Suites Seine II,Rio de Janeiro,BR,3,8.7,"spa, bar, pool",3,8.7,"spa, bar, pool"
A00199,B00188,seine,seine,augusta 146,augusta 146,-22.918995,-43.224658,-22.920356,-43.224593,0.15148264143743514,1.0,1.0,1,Residency Seine Boutique,Rio de Janeiro,BR,Residency Seine,Rio de Janeiro,BR,4,8.0,"wifi, gym, parking, spa",5,7.6,"gym, pool, air_conditioning, parking, restaurant, wifi"
A00200,B00189,copacabana,copacabana,paulista 631,paulista 631,-22.940372,-43.214741,-22.937482,-43.219089,0.5490983723361996,1.0,1.0,1,Inn Copacabana,Rio de Janeiro,BR,Inn Copacabana,Rio de Janeiro,BR,5,8.3,"wifi, pool, parking, bar, restaurant, gym",5,8.3,"wifi, pool, parking, bar, restaurant, gym"
A00214,B00203,copacabana,copacabana,república 8124,república 8124,-22.873821,-43.155147,-22.872562,-43.157109,0.24495570216369922,1.0,1.0,1,Grand Hotel Copacabana II,Rio de Janeiro,BR,Grand Hotel Copacabana II,Rio de Janeiro,BR,3,8.2,"air_conditioning, bar, pool, spa, pet_friendly",3,8.2,"air_conditioning, bar, pool, spa, pet_friendly"
A00216,B00205,liberdade,liberdade,europa 8755,europa 8755,-22.896596,-43.203745,-22.897361,-43.204819,0.13906428088100328,1.0,1.0,1,Residency Liberdade,Rio de Janeiro,BR,Residency Liberdade Boutique,Rio de Janeiro,BR,4,8.3,"air_conditioning, wifi, gym",4,7.0,"pool, gym, restaurant, pet_friendly"
A00224,B00213,lumière,lumière,sé 7354,sé 7354,-22.926629,-43.141498,-22.929682,-43.138927,0.4296161679042389,1.0,1.0,1,Palace Lumière II & Spa,Rio de Janeiro,BR,Palace Lumière II,Rio de Janeiro,BR,3,7.5,"pool, restaurant, gym, parking, bar, pet_friendly",5,9.5,"pool, restaurant, spa, pet_friendly, wifi, air_conditioning"
A00225,B00214,central,central,europa 7379,europa 7379,-22.949958,-43.277028,-22.951774,-43.274316,0.34334659885640106,1.0,1.0,1,Residency Central,Rio de Janeiro,BR,Residency Central,Rio de Janeiro,BR,5,7.9,"parking, pet_friendly, pool, gym",5,7.9,"parking, pet_friendly, pool, gym"
A00228,B00217,liberdade,liberdade,andradas 3391,andradas 3391,-22.85809,-43.13052,-22.856446,-43.126982,0.4059986791027422,1.0,1.0,1,Pousada Liberdade,Rio de Janeiro,BR,Pousada Liberdade,Rio de Janeiro,BR,3,8.7,"wifi, air_conditioning, gym",3,8.7,"wifi, air_conditioning, gym"
A00238,B00227,cathedral,cathedral,copacabana 6745,copacabana 6745,-22.9207,-43.21389,-22.917252,-43.216862,0.4895349855199568,1.0,1.0,1,Suites Cathedral,Rio de Janeiro,BR,Suites Cathedral,Rio de Janeiro,BR,5,9.5,"air_conditioning, pool, wifi",5,9.5,"air_conditioning, pool, wifi"
A00243,B00232,europa,europa,paulista 3832,paulista 3832,-22.936381,-43.191282,-22.938608,-43.193545,0.33915108015026973,1.0,1.0,1,Grand Hotel Europa,Rio de Janeiro,BR,Grand Hotel Europa & Spa,Rio de Janeiro,BR,5,7.4,"pet_friendly, wifi, spa, restaurant, parking, gym",5,8.7,"wifi, bar, pet_friendly, air_conditioning, parking, restaurant"
